episode,query_molecule_id,query_index,true_label,predicted_label,correct,distance_to_class_0_prototype,distance_to_class_1_prototype,distance_gap
13,BACE_197,195,0,0,1,22.122846603393555,40.92671203613281,18.803865432739258
13,BACE_263,236,1,0,0,44.159019470214844,63.596473693847656,19.437454223632812
13,BACE_52,51,1,0,0,47.523658752441406,57.24467468261719,9.721015930175781
13,BACE_87,86,1,1,1,60.705238342285156,36.85129165649414,23.853946685791016
13,BACE_27,26,1,1,1,50.68863296508789,49.06267547607422,1.6259574890136719
13,BACE_53,52,1,1,1,58.3990364074707,54.6915283203125,3.707508087158203
14,BACE_153,151,0,0,1,30.218055725097656,32.91364288330078,2.695587158203125
14,BACE_143,141,0,0,1,39.73924255371094,50.90638732910156,11.167144775390625
14,BACE_202,200,0,1,0,54.96404266357422,46.96098709106445,8.003055572509766
14,BACE_124,122,0,0,1,29.532251358032227,41.666072845458984,12.133821487426758
14,BACE_126,124,0,0,1,48.6457633972168,63.658878326416016,15.013114929199219
14,BACE_19,18,1,1,1,36.582733154296875,28.63468360900879,7.948049545288086
14,BACE_2,1,1,0,0,71.69625091552734,79.42008972167969,7.723838806152344
14,BACE_263,236,1,0,0,43.87245559692383,49.98080062866211,6.108345031738281
14,BACE_257,230,1,0,0,65.2490005493164,74.29745483398438,9.048454284667969
14,BACE_22,21,1,0,0,52.38456344604492,52.4083251953125,0.023761749267578125
15,BACE_126,124,0,1,0,71.14956665039062,64.83805847167969,6.3115081787109375
15,BACE_168,166,0,1,0,45.94589614868164,44.792808532714844,1.1530876159667969
15,BACE_112,110,0,0,1,29.63563346862793,31.335054397583008,1.6994209289550781
15,BACE_186,184,0,1,0,44.80242919921875,43.54468536376953,1.2577438354492188
15,BACE_124,122,0,1,0,47.648902893066406,45.246978759765625,2.4019241333007812
15,BACE_65,64,1,1,1,71.62413024902344,70.08438110351562,1.5397491455078125
15,BACE_247,220,1,0,0,41.681156158447266,43.23209762573242,1.5509414672851562
15,BACE_2,1,1,0,0,73.97271728515625,75.51092529296875,1.5382080078125
15,BACE_253,226,1,1,1,56.8674430847168,51.239219665527344,5.628223419189453
15,BACE_261,234,1,1,1,59.873897552490234,53.481468200683594,6.392429351806641
16,BACE_133,131,0,0,1,36.73500061035156,58.22343444824219,21.488433837890625
16,BACE_154,152,0,0,1,28.83247947692871,41.907108306884766,13.074628829956055
16,BACE_157,155,0,0,1,36.0513916015625,60.72949981689453,24.67810821533203
16,BACE_159,157,0,0,1,33.276763916015625,65.76980590820312,32.4930419921875
16,BACE_201,199,0,0,1,31.181364059448242,63.029170989990234,31.847806930541992
16,BACE_56,55,1,0,0,45.87715148925781,52.891029357910156,7.013877868652344
16,BACE_11,10,1,0,0,53.394039154052734,59.75122833251953,6.357189178466797
16,BACE_21,20,1,0,0,42.939022064208984,52.200843811035156,9.261821746826172
16,BACE_93,92,1,1,1,68.12377166748047,53.92918014526367,14.194591522216797
16,BACE_60,59,1,1,1,79.70271301269531,57.9096794128418,21.793033599853516
17,BACE_134,132,0,0,1,56.882259368896484,67.72207641601562,10.83981704711914
17,BACE_186,184,0,0,1,55.678314208984375,67.04903411865234,11.370719909667969
17,BACE_179,177,0,0,1,39.766841888427734,65.42755126953125,25.660709381103516
17,BACE_155,153,0,0,1,63.301761627197266,70.75934600830078,7.457584381103516
17,BACE_204,202,0,0,1,51.80708694458008,60.74553298950195,8.938446044921875
17,BACE_82,81,1,0,0,40.7293815612793,44.542442321777344,3.813060760498047
17,BACE_260,233,1,0,0,38.4018440246582,48.094139099121094,9.69229507446289
17,BACE_253,226,1,0,0,56.22828674316406,70.63941192626953,14.411125183105469
17,BACE_30,29,1,1,1,39.61775588989258,30.992488861083984,8.625267028808594
17,BACE_94,93,1,0,0,80.2190933227539,98.30245971679688,18.08336639404297
18,BACE_169,167,0,0,1,25.11411476135254,74.09459686279297,48.98048210144043
18,BACE_143,141,0,0,1,35.36860656738281,71.77666473388672,36.408058166503906
18,BACE_150,148,0,0,1,44.134620666503906,54.008026123046875,9.873405456542969
18,BACE_166,164,0,0,1,26.180315017700195,78.54764556884766,52.36733055114746
18,BACE_109,107,0,1,0,93.01367950439453,67.93821716308594,25.075462341308594
18,BACE_32,31,1,0,0,39.93353271484375,48.99578094482422,9.062248229980469
18,BACE_36,35,1,0,0,40.827579498291016,84.52190399169922,43.6943244934082
18,BACE_264,237,1,0,0,44.577362060546875,75.13321685791016,30.55585479736328
18,BACE_8,7,1,0,0,73.50545501708984,91.77772521972656,18.27227020263672
18,BACE_260,233,1,0,0,40.55560302734375,72.33186340332031,31.776260375976562
19,BACE_121,119,0,0,1,45.08533477783203,50.92116928100586,5.835834503173828
19,BACE_173,171,0,0,1,44.109901428222656,51.184364318847656,7.074462890625
19,BACE_107,105,0,0,1,72.92674255371094,74.37300872802734,1.4462661743164062
19,BACE_179,177,0,0,1,40.71338653564453,56.21958923339844,15.506202697753906
19,BACE_149,147,0,1,0,44.93108367919922,43.390438079833984,1.5406455993652344
19,BACE_51,50,1,0,0,58.955787658691406,74.15864562988281,15.202857971191406
19,BACE_267,240,1,0,0,38.837120056152344,52.9559440612793,14.118824005126953
19,BACE_8,7,1,0,0,75.92350769042969,83.93266296386719,8.0091552734375
19,BACE_43,42,1,1,1,39.08058166503906,29.229188919067383,9.85139274597168
19,BACE_87,86,1,1,1,39.69017791748047,31.292112350463867,8.398065567016602
20,BACE_200,198,0,0,1,24.60319709777832,48.38811111450195,23.784914016723633
20,BACE_176,174,0,1,0,81.8315658569336,72.72377014160156,9.107795715332031
20,BACE_205,203,0,0,1,28.13749885559082,51.8114128112793,23.673913955688477
20,BACE_191,189,0,0,1,28.63560676574707,52.5937614440918,23.958154678344727
20,BACE_104,102,0,1,0,56.9751091003418,49.590087890625,7.385021209716797
20,BACE_9,8,1,1,1,65.88148498535156,55.493141174316406,10.388343811035156
20,BACE_23,22,1,1,1,58.4625129699707,50.952144622802734,7.510368347167969
20,BACE_94,93,1,1,1,94.96814727783203,84.45342254638672,10.514724731445312
20,BACE_74,73,1,1,1,47.34754180908203,35.27476501464844,12.072776794433594
20,BACE_67,66,1,1,1,46.47421646118164,42.20167922973633,4.2725372314453125
21,BACE_152,150,0,0,1,52.60302734375,63.80542755126953,11.202400207519531
21,BACE_108,106,0,1,0,68.8324966430664,34.410362243652344,34.42213439941406
21,BACE_205,203,0,0,1,27.53693962097168,75.90721130371094,48.37027168273926
21,BACE_103,101,0,1,0,65.15925598144531,63.032867431640625,2.1263885498046875
21,BACE_153,151,0,0,1,23.61040687561035,52.36573791503906,28.75533103942871
21,BACE_71,70,1,1,1,51.23333740234375,42.29739761352539,8.93593978881836
21,BACE_67,66,1,0,0,50.511905670166016,56.52727127075195,6.0153656005859375
21,BACE_27,26,1,1,1,49.14309310913086,41.34333038330078,7.799762725830078
21,BACE_65,64,1,1,1,88.30996704101562,81.79109191894531,6.5188751220703125
21,BACE_240,213,1,1,1,87.84696960449219,81.64948272705078,6.197486877441406
22,BACE_126,124,0,1,0,59.324459075927734,56.009613037109375,3.3148460388183594
22,BACE_140,138,0,1,0,58.19514465332031,55.90929412841797,2.2858505249023438
22,BACE_178,176,0,1,0,44.497047424316406,43.27615737915039,1.2208900451660156
22,BACE_166,164,0,0,1,35.27006912231445,45.14778518676758,9.877716064453125
22,BACE_191,189,0,0,1,59.53200912475586,62.6325569152832,3.1005477905273438
22,BACE_87,86,1,1,1,48.37477111816406,25.924055099487305,22.450716018676758
22,BACE_253,226,1,1,1,60.41250991821289,60.25929641723633,0.1532135009765625
22,BACE_1,0,1,0,0,36.17673110961914,44.12609100341797,7.949359893798828
22,BACE_262,235,1,0,0,54.215736389160156,64.72904968261719,10.513313293457031
22,BACE_63,62,1,1,1,55.146034240722656,34.94465255737305,20.20138168334961
23,BACE_201,199,0,0,1,46.026851654052734,47.8714485168457,1.8445968627929688
23,BACE_144,142,0,1,0,51.488155364990234,50.22300720214844,1.2651481628417969
23,BACE_191,189,0,0,1,48.4040641784668,49.80673599243164,1.4026718139648438
23,BACE_175,173,0,1,0,46.16131591796875,45.671791076660156,0.48952484130859375
23,BACE_187,185,0,0,1,24.745101928710938,55.638790130615234,30.893688201904297
23,BACE_21,20,1,1,1,41.82905578613281,28.44342803955078,13.385627746582031
23,BACE_52,51,1,0,0,39.29624557495117,60.59505844116211,21.298812866210938
23,BACE_66,65,1,1,1,103.99494934082031,90.09668731689453,13.898262023925781
23,BACE_50,49,1,1,1,43.8536262512207,30.369855880737305,13.483770370483398
23,BACE_45,44,1,1,1,74.30479431152344,65.77899169921875,8.525802612304688
24,BACE_114,112,0,0,1,136.28009033203125,136.6407470703125,0.36065673828125
24,BACE_188,186,0,0,1,47.057945251464844,48.39082336425781,1.3328781127929688
24,BACE_178,176,0,1,0,39.3795166015625,38.479007720947266,0.9005088806152344
24,BACE_186,184,0,1,0,49.88436508178711,47.295772552490234,2.588592529296875
24,BACE_163,161,0,0,1,32.31934356689453,41.428977966308594,9.109634399414062
24,BACE_53,52,1,0,0,49.50563049316406,51.30155944824219,1.795928955078125
24,BACE_30,29,1,0,0,32.968387603759766,33.8578987121582,0.8895111083984375
24,BACE_1,0,1,0,0,26.30741310119629,35.519474029541016,9.212060928344727
24,BACE_23,22,1,0,0,40.86708450317383,45.2557487487793,4.388664245605469
24,BACE_93,92,1,0,0,53.32927703857422,64.58029174804688,11.251014709472656
25,BACE_150,148,0,1,0,46.79185485839844,45.771018981933594,1.0208358764648438
25,BACE_124,122,0,0,1,36.334259033203125,49.66814041137695,13.333881378173828
25,BACE_188,186,0,0,1,41.02791213989258,53.22032165527344,12.19240951538086
25,BACE_112,110,0,0,1,26.31045913696289,35.73325729370117,9.422798156738281
25,BACE_176,174,0,0,1,60.20252990722656,77.80609893798828,17.60356903076172
25,BACE_95,94,1,0,0,43.257564544677734,53.621883392333984,10.36431884765625
25,BACE_240,213,1,0,0,83.45446014404297,84.37672424316406,0.9222640991210938
25,BACE_93,92,1,0,0,40.956539154052734,70.01466369628906,29.058124542236328
25,BACE_253,226,1,1,1,62.08205795288086,56.39864730834961,5.68341064453125
25,BACE_99,97,1,0,0,30.147483825683594,57.573612213134766,27.426128387451172
26,BACE_155,153,0,0,1,58.92023468017578,64.04743957519531,5.127204895019531
26,BACE_194,192,0,0,1,46.63786315917969,56.747230529785156,10.109367370605469
26,BACE_149,147,0,0,1,44.11162567138672,46.5637092590332,2.4520835876464844
26,BACE_129,127,0,0,1,38.064788818359375,42.329620361328125,4.26483154296875
26,BACE_145,143,0,1,0,38.69939041137695,37.2425537109375,1.4568367004394531
26,BACE_67,66,1,1,1,45.03150177001953,43.010868072509766,2.0206336975097656
26,BACE_252,225,1,1,1,55.07498550415039,54.72175979614258,0.3532257080078125
26,BACE_20,19,1,0,0,41.10198211669922,42.49025344848633,1.3882713317871094
26,BACE_29,28,1,1,1,56.15534973144531,46.86063766479492,9.29471206665039
26,BACE_31,30,1,1,1,86.60521697998047,79.52037048339844,7.084846496582031
27,BACE_178,176,0,0,1,32.89069366455078,38.75566864013672,5.8649749755859375
27,BACE_177,175,0,0,1,27.122356414794922,36.54923629760742,9.4268798828125
27,BACE_166,164,0,0,1,35.771976470947266,36.18394088745117,0.41196441650390625
27,BACE_154,152,0,1,0,41.69135284423828,35.37324523925781,6.318107604980469
27,BACE_205,203,0,0,1,28.393442153930664,48.96675491333008,20.573312759399414
27,BACE_260,233,1,0,0,35.570655822753906,35.62373352050781,0.05307769775390625
27,BACE_7,6,1,1,1,48.67194366455078,48.33265686035156,0.33928680419921875
27,BACE_258,231,1,0,0,50.28303527832031,53.1709098815918,2.8878746032714844
27,BACE_83,82,1,1,1,109.18296813964844,98.52657318115234,10.656394958496094
27,BACE_234,207,1,1,1,42.97858428955078,31.735206604003906,11.243377685546875
28,BACE_145,143,0,1,0,43.297454833984375,37.723907470703125,5.57354736328125
28,BACE_194,192,0,0,1,26.233367919921875,49.89745330810547,23.664085388183594
28,BACE_200,198,0,0,1,31.749187469482422,49.65183639526367,17.90264892578125
28,BACE_129,127,0,0,1,26.819664001464844,40.00300598144531,13.183341979980469
28,BACE_144,142,0,0,1,34.92341232299805,48.40882110595703,13.485408782958984
28,BACE_35,34,1,0,0,32.74345016479492,41.56440734863281,8.82095718383789
28,BACE_231,204,1,1,1,143.38380432128906,141.86412048339844,1.519683837890625
28,BACE_28,27,1,0,0,39.675209045410156,47.36124801635742,7.686038970947266
28,BACE_251,224,1,1,1,87.44354248046875,84.74861907958984,2.6949234008789062
28,BACE_266,239,1,0,0,30.19564437866211,45.83222961425781,15.636585235595703
29,BACE_190,188,0,0,1,31.33665657043457,38.27470016479492,6.938043594360352
29,BACE_139,137,0,1,0,38.94477462768555,31.42623519897461,7.5185394287109375
29,BACE_109,107,0,0,1,84.48384094238281,100.41207885742188,15.928237915039062
29,BACE_126,124,0,0,1,48.815643310546875,64.6967544555664,15.881111145019531
29,BACE_140,138,0,1,0,58.6491813659668,42.30693435668945,16.342247009277344
29,BACE_83,82,1,0,0,103.76878356933594,103.8788833618164,0.11009979248046875
29,BACE_60,59,1,0,0,51.89427185058594,68.72372436523438,16.829452514648438
29,BACE_90,89,1,1,1,45.42770004272461,41.297725677490234,4.129974365234375
29,BACE_56,55,1,1,1,44.57735824584961,41.07618713378906,3.501171112060547
29,BACE_20,19,1,1,1,48.327911376953125,41.87080383300781,6.4571075439453125
30,BACE_112,110,0,0,1,35.73844909667969,38.03738021850586,2.298931121826172
30,BACE_108,106,0,0,1,35.09446334838867,43.397708892822266,8.303245544433594
30,BACE_106,104,0,0,1,43.80534744262695,52.002525329589844,8.19717788696289
30,BACE_205,203,0,1,0,72.60079193115234,61.163516998291016,11.437274932861328
30,BACE_124,122,0,1,0,59.02832794189453,52.32590103149414,6.702426910400391
30,BACE_232,205,1,1,1,77.07273864746094,67.02058410644531,10.052154541015625
30,BACE_24,23,1,1,1,60.47416687011719,52.93600845336914,7.538158416748047
30,BACE_257,230,1,1,1,84.90702819824219,81.81362915039062,3.0933990478515625
30,BACE_47,46,1,0,0,47.64353942871094,54.49570083618164,6.852161407470703
30,BACE_231,204,1,1,1,137.04859924316406,133.3694610595703,3.67913818359375
31,BACE_161,159,0,0,1,40.32942199707031,46.204586029052734,5.875164031982422
31,BACE_121,119,0,1,0,50.817115783691406,44.56502151489258,6.252094268798828
31,BACE_106,104,0,0,1,51.48951721191406,51.812477111816406,0.32295989990234375
31,BACE_190,188,0,0,1,29.829864501953125,47.1802864074707,17.350421905517578
31,BACE_133,131,0,0,1,54.06763458251953,58.5464973449707,4.478862762451172
31,BACE_261,234,1,0,0,39.54726028442383,56.16741943359375,16.620159149169922
31,BACE_53,52,1,0,0,34.72768783569336,43.06221008300781,8.334522247314453
31,BACE_23,22,1,1,1,58.29445266723633,36.02360916137695,22.270843505859375
31,BACE_65,64,1,1,1,90.82119750976562,69.3795166015625,21.441680908203125
31,BACE_27,26,1,0,0,29.679527282714844,37.80580520629883,8.126277923583984
32,BACE_112,110,0,1,0,34.806392669677734,31.47157096862793,3.3348217010498047
32,BACE_197,195,0,0,1,27.71188735961914,46.673004150390625,18.961116790771484
32,BACE_167,165,0,0,1,51.171363830566406,53.99864959716797,2.8272857666015625
32,BACE_103,101,0,1,0,64.73822784423828,57.235435485839844,7.5027923583984375
32,BACE_202,200,0,0,1,41.161922454833984,65.25415802001953,24.092235565185547
32,BACE_100,98,1,0,0,42.54539108276367,43.624542236328125,1.0791511535644531
32,BACE_31,30,1,1,1,96.46961975097656,75.78257751464844,20.687042236328125
32,BACE_263,236,1,0,0,36.896812438964844,63.54676818847656,26.64995574951172
32,BACE_36,35,1,0,0,32.40983581542969,57.038719177246094,24.628883361816406
32,BACE_242,215,1,0,0,66.23442840576172,67.41316986083984,1.178741455078125
33,BACE_205,203,0,0,1,34.726688385009766,68.20216369628906,33.4754753112793
33,BACE_164,162,0,1,0,75.43753814697266,72.18275451660156,3.2547836303710938
33,BACE_150,148,0,1,0,50.031856536865234,41.33627700805664,8.695579528808594
33,BACE_178,176,0,0,1,30.137266159057617,50.658485412597656,20.52121925354004
33,BACE_202,200,0,0,1,31.602930068969727,70.4374008178711,38.83447074890137
33,BACE_257,230,1,0,0,71.42782592773438,79.16673278808594,7.7389068603515625
33,BACE_83,82,1,1,1,110.20333862304688,78.9988021850586,31.20453643798828
33,BACE_72,71,1,0,0,65.05461883544922,76.71586608886719,11.661247253417969
33,BACE_8,7,1,0,0,74.96214294433594,83.05518341064453,8.093040466308594
33,BACE_239,212,1,1,1,83.31665802001953,68.14110565185547,15.175552368164062
34,BACE_153,151,0,0,1,22.376708984375,47.36787414550781,24.991165161132812
34,BACE_167,165,0,0,1,53.95797348022461,67.27741241455078,13.319438934326172
34,BACE_155,153,0,0,1,52.8680305480957,76.6945571899414,23.826526641845703
34,BACE_186,184,0,0,1,34.25924301147461,71.94503021240234,37.685787200927734
34,BACE_159,157,0,0,1,36.819053649902344,73.77157592773438,36.95252227783203
